region,comuna,titulo,fecha,bajada,link,medio,label,score
Metropolitana de Santiago,Lo Barnechea,Contaminación ambiental aumenta la cantidad de muertes por enfermedades respiratorias y cardiovasculares,2024-07-21,"Según un estudio realizado en alianza entre China e Inglaterra, llevado a cabo en 652 ciudades, incluidas 4 de Chile.4 months ago",https://www.greenpeace.org/chile/noticia/issues/climayenergia/contaminacion-ambiental-aumenta-la-cantidad-de-muertes-por-enfermedades-respiratorias-y-cardiovasculares/,Greenpeace,conflicto ambiental,0.8878026008605957
Metropolitana de Santiago,Lo Barnechea,Organizaciones rechazan inauguración de planta industrial de hidrógeno verde en Quilicura que no tuvo evaluación ambiental,2023-08-21,"Más de 60 organizaciones se pronunciaron en rechazo a la planta industrial de hidrógeno verde que inauguró Walmart Chile en Quilicura,15 months ago",https://www.elciudadano.com/actualidad/organizaciones-rechazan-inauguracion-de-planta-industrial-de-hidrogeno-verde-en-quilicura-que-no-tuvo-evaluacion-ambiental/08/16/,elciudadano.com,conflicto ambiental,0.7612807750701904
Metropolitana de Santiago,Lo Barnechea,Minera Los Bronces podría generar más de 3% de todas las emisiones de carbono de Chile,2019-10-18,"El impacto de la mina subterránea podría ser catastrófico para Chile, país anfitrión de la COP 25 en diciembre.61 months ago",https://interferencia.cl/articulos/minera-los-bronces-podria-generar-mas-de-3-de-todas-las-emisiones-de-carbono-de-chile,Interferencia |,otros,0.5937233567237854
Metropolitana de Santiago,Lo Barnechea,Sistema frontal: al menos cinco comunas amenazan con acciones legales por masivos cortes de luz en la RM,2024-06-21,Son más de 7 mil las personas en la Región Metropolitana que tras las lluvias de este miércoles tenían interrumpido su servicio eléctrico.5 months ago,https://www.latercera.com/earlyaccess/noticia/sistema-frontal-al-menos-cinco-comunas-amenazan-con-acciones-legales-por-masivos-cortes-de-luz-en-la-rm/5WEDSYCOPFE67OIUEBXFXSGBK4/,La Tercera,otros,0.5957081913948059
Metropolitana de Santiago,Lo Barnechea,Chile: el país más afectado por la crisis hídrica en América Latina,2022-04-20,El problema estructural de gestión del agua y el impacto del cambio climático son las principales causas de la creciente escasez de agua en,http://www.uchile.cl/noticias/184820/chile-lidera-la-crisis-hidrica-en-america-latina0,Universidad de Chile,otros,0.7663202285766602
Metropolitana de Santiago,Lo Barnechea,¿Qué es el proyecto Los Bronces Integrado y por qué es importante que sumes tu firma?,2024-05-21,Nuestra nueva campaña ya está en marcha. Para su lanzamiento realizamos una gran acción el jueves 18 de abril en la capital.6 months ago,https://www.greenpeace.org/chile/blog/issues/climayenergia/que-es-el-proyecto-los-bronces-integrado-y-por-que-es-importante-que-sumes-tu-firma/,Greenpeace,otros,0.7150630950927734
Metropolitana de Santiago,Lo Barnechea,Ruta G-21: ¿A quién beneficia el plan de mejora del camino a Farellones?,2022-05-20,"El proyecto fue anunciado con el fin de ensanchar y rectificar el trazado, pero el descontento de los vecinos, la potencial destrucción de",https://radio.uchile.cl/2022/04/27/ruta-g-21-a-quien-beneficia-el-plan-de-mejora-del-camino-a-farellones/,Radio Universidad de Chile,otros,0.6333186030387878
Metropolitana de Santiago,Lo Barnechea,INDH concluyó misión de observación de relaves de mina Los Bronces ubicados en Lo Barnechea y Colina,2023-06-21,Esta misión se realizó a solicitud de organizaciones de la sociedad civil y el informe que se confeccione será examinado por el consejo del,https://www.indh.cl/indh-concluyo-mision-de-observacion-de-relaves-de-mina-los-bronces-ubicados-en-lo-barnechea-y-colina/,Instituto Nacional de Derechos Humanos (INDH),otros,0.5999041795730591
Metropolitana de Santiago,Lo Barnechea,Dar sombra a 34 comunas: Así funciona el plan de arbolado del Gobierno,2023-02-19,"El proyecto que comenzó a ejecutarse este año, tiene como objetivo mejorar la calidad de vida y ambiental de comunas con déficit de áreas",https://www.duna.cl/noticias/2023/01/24/dar-sombra-a-34-comunas-asi-funciona-el-plan-de-arbolado-del-gobierno/,Radio Duna,otros,0.6892371773719788
Metropolitana de Santiago,Lo Barnechea,Cómo se preparan los municipios con más áreas verdes en la RM para enfrentar una nueva amenaza de sequía,2024-04-21,Un nuevo Día Mundial del Agua encuentra a Chile en medio de alertas por una nueva crisis hídrica que desencadenaría la llegada del fenómeno,https://www.latercera.com/nacional/noticia/como-se-preparan-los-municipios-con-mas-areas-verdes-en-la-rm-para-enfrentar-una-nueva-amenaza-de-sequia/LOMI3S4WZZHATIQBVKAWAL4W6A/,La Tercera,otros,0.5419353246688843
Metropolitana de Santiago,Lo Barnechea,El mega-negocio inmobiliario que enfrenta a los dueños de la nieve,2019-02-16,Las montañas de Lo Barnechea son escenario de una silenciosa guerra por un negocio de miles de millones de dólares. La municipalidad ya puso,https://www.ciperchile.cl/2019/01/31/el-mega-negocio-inmobiliario-que-enfrenta-a-los-duenos-de-la-nieve/,- CIPER Chile,otros,0.7689109444618225
Metropolitana de Santiago,Lo Barnechea,Proyecto de viviendas de lujo en La Dehesa bajo la lupa,2022-11-19,La Municipalidad de Lo Barnechea sostiene que un proyecto con 54 exclusivas casas eludió el Sistema de Evaluación Ambiental.24 months ago,https://dfmas.df.cl/df-mas/por-dentro/proyecto-de-viviendas-de-lujo-en-la-dehesa-bajo-la-lupa,Diario Financiero,otros,0.7143450975418091
Metropolitana de Santiago,Lo Barnechea,"Gobernador Orrego: ""No podemos descartar racionamiento de agua en Santiago este año""",2022-03-20,"En el marco de la crisis hídrica que vive la región, el gobernador metropolitano, Claudio Orrego, se reunió con el director de clientes de",https://www.eldinamo.cl/pais/2022/03/18/gobernador-orrego-no-podemos-descartar-racionamiento-de-agua-en-santiago-este-ano/,El Dínamo,conflicto ambiental,0.5165783166885376
Metropolitana de Santiago,Lo Barnechea,El área protegida que está en riesgo por el avance de proyectos inmobiliarios en Chicureo y La Dehesa,2020-03-18,"Bosque esclerófilo de Lo Barnechea y Colina, dónde cuatro proyectos inmobiliarios se están desarrollando irregularmente.56 months ago",https://interferencia.cl/articulos/el-area-protegida-que-esta-en-riesgo-por-el-avance-de-proyectos-inmobiliarios-en-chicureo,Interferencia |,otros,0.6751536726951599
Metropolitana de Santiago,Lo Barnechea,Intensa nevazón en Santiago provoca problemas de circulación en el Transantiago y cortes de luz,2017-07-16,"Se han registrado cortes de luz en las comunas de Las Condes, Vitacura, Cerrillos, Providencia, Lo Barnechea, Santiago Centro, Peñalolén,",https://www.elmostrador.cl/noticias/pais/2017/07/15/intensa-nevazon-en-santiago-provoca-problemas-de-circulacion-en-el-transantiago-y-cortes-de-luz/,El Mostrador,conflicto ambiental,0.6547295451164246
Metropolitana de Santiago,Lo Barnechea,62% de los chilenos que no reciclan declara no hacerlo por falta de infraestructura según Estudio Reciclando-Ando,2022-11-19,"La Semana del Reciclaje se llevará a cabo entre el 17 y el 27 de noviembre en Santiago, y dentro de las actividades programadas destacan las",https://www.diariosustentable.com/2022/11/62-de-los-chilenos-que-no-reciclan-declara-no-hacerlo-por-falta-de-infraestructura-segun-estudio-reciclando-ando/,Diario Sustentable,otros,0.5831890106201172
Metropolitana de Santiago,Lo Barnechea,"Los Bronces, el yacimiento de 156 años que mete presión a la producción de Anglo American",2023-12-21,"La caída de la extracción afecta también en parte a Codelco, que posee el 20% de la propiedad de esa mina.11 months ago",https://www.df.cl/empresas/mineria/los-bronces-el-yacimiento-de-156-anos-que-mete-presion-a-la-produccion,Diario Financiero,otros,0.651843786239624
Metropolitana de Santiago,Lo Barnechea,El ‘mundo verde’ se desilusiona de Boric tras la aprobación del proyecto minero Los Bronces,2023-04-21,El comité de ministros del Gobierno chileno revierte la decisión del Servicio de Evaluación Ambiental y aprueba una iniciativa de Anglo,https://elpais.com/chile/2023-04-19/el-mundo-verde-se-desilusiona-de-boric-tras-la-aprobacion-del-proyecto-minero-los-bronces.html,EL PAÍS,conflicto ambiental,0.555991530418396
Metropolitana de Santiago,Lo Barnechea,Comunas de Santiago inician sanciones contra vecinos que despilfarren agua: multas van desde $ 111 mil a $ 278 mil,2022-03-20,La sequía que afecta al país amenaza con posibles racionamientos en la Región Metropolitana durante este año. Así lo reconoció el propio,https://www.latercera.com/la-tercera-pm/noticia/comunas-de-santiago-inician-sanciones-contra-vecinos-que-despilfarren-agua-multas-van-desde-111-mil-a-278-mil/EYKLQRIWU5F5VKURPET2TSZOYA/,La Tercera,conflicto ambiental,0.5392285585403442
Metropolitana de Santiago,Lo Barnechea,Derrame tóxico de camión de Anglo American pone en riesgo agua potable del sector oriente de Santiago,2012-04-12,Hacía sólo 12 minutos que el camión con su carga de emulsión de nitrato de amonio había salido de la Avenida Las Condes para empalmar con el,https://www.ciperchile.cl/2012/03/30/derrame-toxico-de-camion-de-anglo-american-pone-en-riesgo-agua-potable-del-sector-oriente-de-santiago/,- CIPER Chile,conflicto ambiental,0.7089521884918213
Metropolitana de Santiago,Lo Espejo,Gobierno de Santiago entregará a 30 comunas de la RM estrategias hídricas para enfrentar la mega sequía,2024-04-21,La iniciativa del Gobierno de Santiago llamada “La llave eres tú” es ejecutada por la Agencia de Sustentabilidad y Cambio Climático de CORFO,https://www.gobiernosantiago.cl/gobierno-de-santiago-entregara-a-30-comunas-de-la-rm-estrategias-hidricas-para-enfrentar-la-mega-sequia/,Gobierno Regional Metropolitano de Santiago,otros,0.5380783677101135
Metropolitana de Santiago,Lo Espejo,El aprendizaje al aire libre: un valor agregado para fortalecer la Educación Ambiental y Desarrollo Sostenible,2024-07-21,"Nuestro recorrido por la ribera del río Mapocho en las comunas de Talagante y El Monte, desarrollado junto a las ONG, Frente de Río y Verde",https://www.explora.cl/rmsurponiente/el-aprendizaje-al-aire-libre-un-valor-agregado-para-fortalecer-la-educacion-ambiental-y-desarrollo-sostenible/,Explora.cl,otros,0.7648489475250244
Metropolitana de Santiago,Lo Espejo,Tres homicidios marcaron violenta noche en la Región Metropolitana,2024-09-20,"En Melipilla, un hombre fue asesinado al salir de su casa, presumiblemente por un vecino con el que tuvo conflictos.2 months ago",https://cooperativa.cl/noticias/pais/policial/homicidios/tres-homicidios-marcaron-violenta-noche-en-la-region-metropolitana/2024-08-21/074711.html,Cooperativa.cl,otros,0.6088680624961853
Metropolitana de Santiago,Lo Espejo,Sistema frontal: al menos cinco comunas amenazan con acciones legales por masivos cortes de luz en la RM,2024-06-21,Son más de 7 mil las personas en la Región Metropolitana que tras las lluvias de este miércoles tenían interrumpido su servicio eléctrico.5 months ago,https://www.latercera.com/earlyaccess/noticia/sistema-frontal-al-menos-cinco-comunas-amenazan-con-acciones-legales-por-masivos-cortes-de-luz-en-la-rm/5WEDSYCOPFE67OIUEBXFXSGBK4/,La Tercera,otros,0.5957081913948059
Metropolitana de Santiago,Lo Espejo,El conflicto que tiene entrampada la construcción de data center de Google en Cerrillos: tribunal anuló parcialmente la aprobación del megaproyecto,2024-03-21,El Segundo Tribunal Ambiental anuló parcialmente la aprobación de megaproyecto de data center en Cerrillos y San Bernardo.8 months ago,https://www.theclinic.cl/2024/02/27/conflicto-tiene-entrampada-construccion-data-center-google-cerrillos-tribunal-anulo-parcialmente-aprobacion-megaproyecto/,The Clinic,conflicto ambiental,0.567607045173645
Metropolitana de Santiago,Lo Espejo,Alianza multisectorial coordina acciones para la valorización de residuos orgánicos en la Región Metropolitana,2024-01-20,"Economía Circular / El 58% de los residuos sólidos municipales en Chile corresponde a orgánicos, es decir, restos de verduras, de frutas,",https://www.paiscircular.cl/economia-circular/alianza-multisectorial-coordina-acciones-para-la-valorizacion-de-residuos-organicos-en-la-region-metropolitana/,País Circular,otros,0.6047115921974182
Metropolitana de Santiago,Lo Espejo,Masiva participación de vecinos de Lo Espejo en encuentro ambiental ciudadano,2016-01-14,Con el objeto de educar a los vecinos y vecinas de la comuna de Lo Espejo respecto de prácticas sustentables que permitan cuidar el medio,https://mma.gob.cl/masiva-participacion-de-vecinosas-de-lo-espejo-en-encuentro-ambiental-ciudadano/,mma.gob.cl,otros,0.8249952793121338
Metropolitana de Santiago,Lo Espejo,"Alcaldesa de Cerrillos rechaza nuevo plan de Data Center de Google: ""La prioridad es el medioambiente""",2024-09-20,"La alcaldesa de Cerrillos, Lorena Facuse, rechazó la nueva iniciativa de Google para el Data Center planificado en la comuna",https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2024/09/17/alcaldesa-de-cerrillos-rechaza-nuevo-plan-de-data-center-de-google-la-prioridad-es-el-medioambiente.shtml,BioBioChile,conflicto ambiental,0.7777674198150635
Metropolitana de Santiago,Lo Espejo,Mapa identifica las comunas que sufren más daños por precipitaciones en Santiago,2021-08-19,"Mediante un análisis de las precipitaciones desarrollado hace un año, investigadores crearon un mapa con 151 puntos de impactos",https://www.elmostrador.cl/agenda-pais/2021/08/18/mapa-identifica-las-comunas-que-sufren-mas-danos-por-precipitaciones-en-santiago/,El Mostrador,otros,0.7447937726974487
Metropolitana de Santiago,Lo Espejo,"Informe revela riesgo climático para cada comuna de la R. Metropolitana: Cerro Navia, Lo Espejo y La Pintana encabezan la lista",2020-02-17,Ciudad / Estudio elaborado para el Ministerio del Medio Ambiente suma múltiples capas de información para revelar el riesgo climático y la,https://www.paiscircular.cl/ciudad/informe-revela-riesgo-climatico-para-cada-comuna-de-la-rm-cerro-navia-lo-espejo-y-la-pintana-encabezan-la-lista/,País Circular,otros,0.6980671882629395
Metropolitana de Santiago,Lo Espejo,Plan de Descontaminación en Santiago: ¿cuáles son las comunas más afectadas?,2018-08-17,"La Cisterna, La Granja, La Pintana y Pedro Aguirre Cerda están entre las más perjudicadas por la restricción vehicular permanente a los",https://www.elmostrador.cl/agenda-pais/2018/07/27/plan-de-descontaminacion-en-santiago-cuales-son-las-comunas-mas-afectadas/,El Mostrador,otros,0.616446316242218
Metropolitana de Santiago,Lo Espejo,Santiago offline: acceso a internet en las comunas más vulnerables llega solo al 31%,2022-01-18,"El gobierno regional metropolitano realizó un diagnóstico sobre el acceso digital, estableciendo que solo un tercio de los hogares más",https://www.latercera.com/earlyaccess/noticia/santiago-offline-acceso-a-internet-en-las-comunas-mas-vulnerables-llega-solo-al-31/VHXEBVYVHRB6FHCXGCEXIPQMXY/,La Tercera,otros,0.7222630977630615
Metropolitana de Santiago,Lo Espejo,Delitos de mayor connotación social han aumentado en comunas aledañas a las incluidas en plan Calles sin Violencia,2023-05-21,"Según cifras de S.T.O.P. de Carabineros, comunas como Cerrillos, Conchalí y Macul han visto un aumento de los casos policiales.18 months ago",https://www.latercera.com/earlyaccess/noticia/delitos-de-mayor-connotacion-social-han-aumentado-en-comunas-aledanas-a-las-incluidas-en-plan-calles-sin-violencia/35WRLZX44JC47ALLMXDKP7DZLQ/,La Tercera,otros,0.653240978717804
Metropolitana de Santiago,Lo Espejo,Basura: la crisis que amenaza a la zona sur de Santiago,2021-09-18,El 13 de agosto vencieron los contratos de nueve municipios con el relleno sanitario Santa Marta para la disposición final de más de 700 mil,https://www.latercera.com/investigacion-y-datos/noticia/basura-la-crisis-que-amenaza-a-la-zona-sur-de-santiago/CZUGJN6ENNEUTE2F6HRFWPD2SY/,La Tercera,otros,0.597974956035614
Metropolitana de Santiago,Lo Prado,Gobernador Claudio Orrego explicó los ejes para “recuperar la ciudad para las personas” en la Región Metropolitana,2023-12-21,"Con una amplia concurrencia de estudiantes, académicos, académicas, representantes municipales, sociales y de gremios, se desarrolló la",https://uv.cl/archivo-noticias-uv/26268-gobernador-claudio-orrego-explico-los-ejes-para-recuperar-la-ciudad-para-las-personas-en-la-region-metropolitana,Universidad de Valparaíso,otros,0.5833631753921509
Metropolitana de Santiago,Lo Prado,Las zonas oscuras de la evaluación ambiental que autorizó “a ciegas” el megaproyecto de Google en Cerrillos,2020-06-18,El Data Center que levantará Google en Cerrillos requiere 169 litros/segundo para enfriar sus servidores. Aunque el gigante tecnológico,https://www.ciperchile.cl/2020/05/25/las-zonas-oscuras-de-la-evaluacion-ambiental-que-autorizo-a-ciegas-el-megaproyecto-de-google-en-cerrillos/,- CIPER Chile,conflicto ambiental,0.7822550535202026
Metropolitana de Santiago,Lo Prado,Nueva Constitución: estas son algunas de las candidaturas a constituyentes cuyo eje central es la temática medioambiental,2021-02-17,"Medio Ambiente / La naturaleza como sujeto de derechos, protección de la biodiversidad, justicia intergeneracional, cese gradual de la",https://www.paiscircular.cl/medio-ambiente/estas-son-algunas-de-las-candidaturas-a-constituyentes-cuyo-eje-central-es-la-tematica-medioambiental/,País Circular,otros,0.5470023155212402
Metropolitana de Santiago,Lo Prado,Al rescate del Santiago de Chile que no tiene sombra,2023-02-19,El Gobierno regional lanza un plan para plantar 200.000 árboles nativos donde se concentran las islas de calor.21 months ago,https://elpais.com/chile/2023-02-03/al-rescate-del-santiago-de-chile-que-no-tiene-sombra.html,EL PAÍS,otros,0.7226455807685852
Metropolitana de Santiago,Lo Prado,Elecciones 2024: El inmenso listado de candidatos que tendrá la Región Metropolitana,2024-10-21,"La alta concentración de personas en la Región Metropolitana, sumado a su gran número de comunas, hace que las papeletas de las elecciones",https://eldesconcierto.cl/2024/10/22/elecciones-2024-el-inmenso-listado-de-candidatos-que-tendra-la-region-metropolitana,El Desconcierto,otros,0.7268742918968201
Metropolitana de Santiago,Lo Prado,Mapa identifica las comunas que sufren más daños por precipitaciones en Santiago,2021-08-19,"Mediante un análisis de las precipitaciones desarrollado hace un año, investigadores crearon un mapa con 151 puntos de impactos",https://www.elmostrador.cl/agenda-pais/2021/08/18/mapa-identifica-las-comunas-que-sufren-mas-danos-por-precipitaciones-en-santiago/,El Mostrador,otros,0.7447937726974487
Metropolitana de Santiago,Lo Prado,"Depresión, ansiedad e incluso la muerte: los graves efectos de la contaminación atmosférica",2023-02-19,Santiago fue posicionada como una de las ciudades más contaminadas del mundo. El climatólogo Raúl Cordero comenta sobre este impacto y su,https://www.latercera.com/que-pasa/noticia/depresion-ansiedad-e-incluso-la-muerte-los-graves-efectos-de-la-contaminacion-atmosferica/ACN4JCJBKNAPFEY7PCADSMI2OY/,La Tercera,conflicto ambiental,0.6185038089752197
Metropolitana de Santiago,Lo Prado,Un fallecido tras grave accidente de tránsito en cercanías de túnel Lo Prado en Ruta 68,2024-07-21,"Un accidente de tránsito se produjo en la mañana de este viernes a la altura del túnel Lo Prado, en la Ruta 68 que une a la Región",https://www.meganoticias.cl/nacional/452604-accidente-choque-tunel-lo-prado-ruta-68-un-fallecido-santiago-valparaiso-brk-12-7-2024.html,Meganoticias,otros,0.7012420892715454
Metropolitana de Santiago,Lo Prado,Intensa nevazón en Santiago provoca problemas de circulación en el Transantiago y cortes de luz,2017-07-16,"Se han registrado cortes de luz en las comunas de Las Condes, Vitacura, Cerrillos, Providencia, Lo Barnechea, Santiago Centro, Peñalolén,",https://www.elmostrador.cl/noticias/pais/2017/07/15/intensa-nevazon-en-santiago-provoca-problemas-de-circulacion-en-el-transantiago-y-cortes-de-luz/,El Mostrador,conflicto ambiental,0.6547295451164246
Metropolitana de Santiago,Lo Prado,Minería ilegal en Maipú: la destrucción de la Quebrada de la Plata,2015-04-15,"En la Quebrada de la Plata, a una hora de caminata por un árido sendero entre los cerros del extremo poniente de Maipú, había hasta hace",https://www.ciperchile.cl/2015/04/06/mineria-ilegal-en-maipu-la-destruccion-de-la-quebrada-de-la-plata/,- CIPER Chile,conflicto ambiental,0.6836748123168945
Metropolitana de Santiago,Maipú,Minería y extracción de áridos en Maipú: un negocio contaminante que no paga patente ni se somete a evaluación ambiental,2024-05-21,"Por más de dos décadas las faenas de Minera Imperial y Comercial Savisa han levantado contaminantes que pueden provocar silicosis,",https://www.ciperchile.cl/2024/05/17/mineria-y-extraccion-de-aridos-en-maipu-un-negocio-contaminante-que-no-paga-patente-ni-se-somete-a-evaluacion-ambiental/,- CIPER Chile,conflicto ambiental,0.71803879737854
Metropolitana de Santiago,Maipú,"Estudio USS: Santiago, Puente Alto y Maipú, las comunas de la R.M. con mayor impacto por ruido ambiental",2024-05-21,"Una de las materias de mayor preocupación ciudadana corresponde a denuncias a normas de ruidos ante la Superintendencia del Medioambiente,",https://www.uss.cl/noticias/estudio-comunas-mayor-impacto-por-ruido/,Universidad San Sebastián | USS,conflicto ambiental,0.5161154866218567
Metropolitana de Santiago,Maipú,Contaminación acústica: Estas son las comunas que más sufren en Chile,2024-05-21,La zona más ruidosa no está en la RM.6 months ago,https://www.duna.cl/tendencias/2024/04/30/contaminacion-acustica-estas-son-las-comunas-que-mas-sufren-en-chile/,Radio Duna,conflicto ambiental,0.9113591313362122
Metropolitana de Santiago,Maipú,Estas son las comunas que más sufren con el ruido de los automóviles en el país,2024-05-21,"Estudio de la Universidad San Sebastián sostiene que esta problemática genera una serie de problemas de salud y calidad de vida,",https://www.latercera.com/que-pasa/noticia/estas-son-las-comunas-que-mas-sufren-con-el-ruido-de-los-automoviles-en-el-pais/YXHPFPYR3BC4BOXFEYE7KWZPGM/,La Tercera,otros,0.6644113063812256
Metropolitana de Santiago,Maipú,RINCONADA DE MAIPÚ: MÁS DE 500 ESTUDIANTES SIN CLASES POR CONTAMINACIÓN,2023-03-21,"Desde hace unos quince años, las y los habitantes de esta localidad rural ubicada al poniente de la ciudad de Santiago han recibido los",https://www.colegiodeprofesores.cl/2023/03/07/rinconada-de-maipu-mas-de-500-estudiantes-sin-clases-por-contaminacion/,Colegio de Profesores,otros,0.6548194289207458
Metropolitana de Santiago,Maipú,Estación Central elabora su Plan Regulador Comunal con Evaluación Ambiental Estratégica (EAE) para promover el desarrollo local,2020-06-18,"La elaboración de su Plan Regulador Comunal (PRC) con EAE, constituye una oportunidad para que la comuna cuente con una normativa urbana",https://mma.gob.cl/estacion-central-elabora-su-plan-regulador-comunal-con-evaluacion-ambiental-estrategica-eae-para-promover-el-desarrollo-local/,mma.gob.cl,otros,0.714180052280426
Metropolitana de Santiago,Maipú,Incendio en planta de Gasco en Maipú: ¿Cómo está la calidad del aire en mi comuna?,2023-10-21,"Una emergencia en una planta de Gasco en la comuna de Maipú, en la región Metropolitana, se originó durante la tarde de este viernes.13 months ago",https://www.t13.cl/noticia/nacional/incendio-planta-gasco-maipu-como-esta-calidad-del-aire-mi-comuna-13-10-2023,T13,conflicto ambiental,0.5588428378105164
Metropolitana de Santiago,Maipú,Facultad de Ciencias Agronómicas de la Universidad de Chile se suma al llamado a resolver problema de contaminación en Rinconada de Maipú,2023-03-21,La institución señaló en un comunicado que también es parte de los afectados por las labores de extracción de áridos de las empresas en la,https://radio.uchile.cl/2023/03/10/facultad-de-ciencias-agronomicas-de-la-universidad-de-chile-se-suma-al-llamado-a-resolver-problema-de-contaminacion-en-rinconada-de-maipu/,Radio Universidad de Chile,otros,0.5841642618179321
Metropolitana de Santiago,Maipú,Proyecto Pajaritos: la polémica por tres torres que podrían construirse en la principal arteria de Maipú,2023-06-21,"Según el alcalde Tomás Vodanovic, el proyecto podría impactar negativamente en su entorno, saturando un barrio con alta densidad poblacional",https://www.pauta.cl/ciudad/2023/05/26/proyecto-pajaritos-la-polemica-por-tres-torres-que-podrian-construirse.html,Radio Pauta 100.5,conflicto ambiental,0.5504810214042664
Metropolitana de Santiago,Maipú,Mapa identifica las comunas que sufren más daños por precipitaciones en Santiago,2021-08-19,"Mediante un análisis de las precipitaciones desarrollado hace un año, investigadores crearon un mapa con 151 puntos de impactos",https://www.elmostrador.cl/agenda-pais/2021/08/18/mapa-identifica-las-comunas-que-sufren-mas-danos-por-precipitaciones-en-santiago/,El Mostrador,otros,0.7447937726974487
Metropolitana de Santiago,Maipú,Zonas de sacrificio de la Región Metropolitana: el caso de Til Til y Maipú,2017-04-16,"Varios santiaguinos se encontraban de regreso a la capital tras el fin de semana santo, mientras vecinos de la localidad de Til Til se",https://radiojgm.uchile.cl/zonas-de-sacrificio-de-la-region-metropolitana-el-caso-de-til-til-y-maipu/,Radio JGM,otros,0.6339399814605713
Metropolitana de Santiago,Maipú,Minería ilegal en Maipú: la destrucción de la Quebrada de la Plata,2015-04-15,"En la Quebrada de la Plata, a una hora de caminata por un árido sendero entre los cerros del extremo poniente de Maipú, había hasta hace",https://www.ciperchile.cl/2015/04/06/mineria-ilegal-en-maipu-la-destruccion-de-la-quebrada-de-la-plata/,- CIPER Chile,conflicto ambiental,0.6836748123168945
Metropolitana de Santiago,Maipú,Alcalde Vittori decide destino de la basura de Maipú sin licitación ni venia del concejo,2016-08-15,"Está formalizado por el llamado “Caso Basura”, pero eso no impidió que el alcalde de Maipú, Christian Vittori, optara por el camino menos",https://www.ciperchile.cl/2016/08/05/alcalde-vittori-decide-destino-de-la-basura-de-maipu-sin-licitacion-ni-venia-del-concejo/,- CIPER Chile,otros,0.577775239944458
Metropolitana de Santiago,María Pinto,Seremi descartó preemergencia en la RM por humo del incendio en María Pinto,2023-12-21,Los datos para decidir la preemergencia requieren que en promedio las concentraciones estén sobre ciertos niveles y estamos muy lejos de,https://radio.uchile.cl/2023/12/08/seremi-descarto-preemergencia-en-la-rm-por-humo-del-incendio-en-maria-pinto/,Radio Universidad de Chile,otros,0.6336576342582703
Metropolitana de Santiago,María Pinto,"Los chilenos que frenaron a una minera con rifas, podcast, revistas y poder vecinal",2023-09-20,"En el Valle de Culiprán había un vertedero, torres de alta tensión, una industria de carne y otra avícola cuando una minera quiso sumar una",https://elpais.com/america-futura/2023-08-27/los-chilenos-que-frenaron-a-una-minera-con-rifas-podcast-revistas-y-poder-vecinal.html,EL PAÍS,otros,0.5679776072502136
Metropolitana de Santiago,María Pinto,Corte de Apelaciones falla a favor de los habitantes de María Pinto y su lucha por los cerros de la comuna,2022-12-20,Fallo inédito: Justicia ordenó a CONAF la elaboración de informes técnicos y medidas para mitigar daño efectuado a los cerros de María,https://www.elciudadano.com/medio-ambiente/corte-de-apelaciones-falla-a-favor-de-los-habitantes-de-maria-pinto-y-su-lucha-por-los-cerros-de-la-comuna/12/09/,elciudadano.com,otros,0.5055435299873352
Metropolitana de Santiago,Melipilla,"Los chilenos que frenaron a una minera con rifas, podcast, revistas y poder vecinal",2023-09-20,"En el Valle de Culiprán había un vertedero, torres de alta tensión, una industria de carne y otra avícola cuando una minera quiso sumar una",https://elpais.com/america-futura/2023-08-27/los-chilenos-que-frenaron-a-una-minera-con-rifas-podcast-revistas-y-poder-vecinal.html,EL PAÍS,otros,0.5679776072502136
Metropolitana de Santiago,Melipilla,Inmobiliarias amenazan la biodiversidad del Santuario de la Naturaleza Altos de Cantillana,2024-04-21,Proyectos inmobiliarios en la zona de mayor valor ecológico de Altos de Cantillana ponen en riesgo a especies nativas de inigualable valor y,https://laderasur.com/articulo/inmobiliarias-amenazan-la-biodiversidad-del-santuario-de-la-naturaleza-altos-de-cantillana/,Ladera Sur,conflicto ambiental,0.5149199366569519
Metropolitana de Santiago,Melipilla,Tras 1er Diálogo Ambiental de la Provincia de Melipilla los municipios e instituciones regionales concilian trabajar colaborativamente los temas ambientales,2022-08-20,La actividad organizada por la Seremi del Medio Ambiente RM en conjunto con la Delegación Presidencial Provincial de Melipilla buscaba,https://mma.gob.cl/tras-1er-dialogo-ambiental-de-la-provincia-de-melipilla-los-municipios-e-instituciones-regionales-concilian-trabajar-colaborativamente-los-temas-ambientales/,mma.gob.cl,otros,0.5895385146141052
Metropolitana de Santiago,Melipilla,Diputada Camila Musante denuncia profundo conflicto de gestión de la basura,2023-11-20,REGIONAL.- La diputada Camila Musante (IND.PPD) dio a conocer la profundidad del conflicto que existe en la gestión de la basura en la,https://delh.cl/2023/11/07/diputada-camila-musante-denuncia-profundo-conflicto-de-gestion-de-la-basura/,El Amanecer de lo Herrera,otros,0.5774669647216797
