id_noticia,id_accion_contenciosa,id_conflicto,fecha,link,medio,tipo_medio,region,columna,localidad_accion,periodo,tipo_energia,subtipo_renovable,tipo_conflicto,tipo_accion,tipo_actor_demandante,actor_demandante,tipo_actor_demandado,actor_demandado,bajada
,,,2023-10-21,https://redaccionrosario.com/2023/10/03/presentan-una-cartografia-del-conflicto-ambiental/,Redacción Rosario,,Los Ríos,Los Lagos,,,,,,,,,,,Se estrena este jueves por Canal Encuentro. Es una serie documental realizada por 20 universidades públicas de todo el país.13 months ago
,,,2022-08-20,https://www.infobae.com/america/medio-ambiente/2022/08/03/alerta-patagonia-el-grave-impacto-ambiental-de-las-dos-represas-que-amenazan-a-glaciares-y-la-biodiversidad/,Infobae,,Los Ríos,Los Lagos,,,,,,,,,,,"Financiadas por China, los expertos aseguran que las obras en Santa Cruz ponen en riesgo los movimientos naturales de las masas de hielo y"
,,,2022-09-19,https://news.un.org/es/story/2022/09/1514121,UN News,,Los Ríos,Los Lagos,,,,,,,,,,,"La agencia meteorológica de la ONU destaca que los fenómenos extremos y el cambio climático están socavando la salud, la seguridad humana y"
,,,2013-08-13,https://es.mongabay.com/2013/07/el-yangtze-rio-mas-degradado-del-mundo-podria-cargar-pronto-con-otra-extincion-ya-que-su-poblacion-de-marsopas-se-reduce-a-1000/,Mongabay - Conservation News,,Los Ríos,Los Lagos,,,,,,,,,,,Un estudio realizado a finales del año pasado mostró que la población de marsopas sin aleta del Yangtsé se ha reducido a la mitad en solo
,,,2023-09-20,https://www.lavoz.com.ar/cultura/el-desmonte-y-las-cuencas-hidricas-las-principales-deudas-ambientales-de-cordoba/,La Voz del Interior,,Los Ríos,Los Lagos,,,,,,,,,,,"Es lo que más mencionan los y las ambientalistas consultadas por “La Voz”. Les siguen los incendios, la pérdida de biodiversidad y la falta"
,,,2022-09-19,https://es.mongabay.com/2022/09/hipopotamo-es-una-especie-invasora-en-colombia/,Mongabay - Conservation News,,Los Ríos,Los Lagos,,,,,,,,,,,Colombia es el único país fuera de África en donde es posible encontrar una población de poco más de un centenar de hipopótamos que vive en
,,,2022-09-19,https://es.mongabay.com/2022/09/paiche-es-un-pez-invasor-en-bolivia/,Mongabay - Conservation News,,Los Ríos,Los Lagos,,,,,,,,,,,"El paiche fue introducido en Bolivia de manera accidental en 1976. Al principio era una especie rechazada porque era un pez extraño,"
,,,2024-06-21,https://www.paislobo.cl/2024/06/acuerdo-historico-para-la-conservacion-de-la-hacienda-pucheguin-en-la-patagonia-chilena.html,PL Prensa,,Los Ríos,Los Lagos,,,,,,,,,,,"En un giro notable para la conservación ambiental en Chile, la Hacienda Puchegüín, conocida por sus vastos bosques de alerces y rica"
,,,2022-11-19,https://www.greenpeace.org/chile/noticia/issues/oceanos/es-peligrosa-la-industria-salmonera-en-chile-todo-lo-que-tenes-que-saber/,Greenpeace,,Los Ríos,Los Lagos,,,,,,,,,,,Las distintas crisis ambientales que ha vivido Chile (segundo productor de salmones a nivel mundial) han evidenciado y demostrado cómo la
,,,2022-01-18,https://www.laizquierdadiario.com/Baja-historica-del-rio-Chubut,La Izquierda Diario,,Los Ríos,Los Lagos,,,,,,,,,,,Se conocieron diferentes datos sobre el caudal del Río Chubut y sobre el Dique Florentino Ameghino. Desde la gerencia del Dique declaran que
,,,2021-07-19,https://laderasur.com/articulo/la-lucha-para-proteger-al-rio-san-pedro-de-mega-central-hidroelectrica-el-proyecto-obsoleto-sigue-sumando-rechazos-ad-portas-de-historica-conmemoracion/,Ladera Sur,,Los Ríos,Los Lagos,,,,,,,,,,,"En el sur de Chile serpentea el río San Pedro o Wazalafken, el mismo que sustenta a comunidades humanas y una rica biodiversidad,"
,,,2022-01-18,https://www.laizquierdadiario.com/Baja-historica-del-rio-Chubut,La Izquierda Diario,,Los Ríos,Los Lagos,,,,,,,,,,,Se conocieron diferentes datos sobre el caudal del Río Chubut y sobre el Dique Florentino Ameghino. Desde la gerencia del Dique declaran que
,,,2021-07-19,https://laderasur.com/articulo/la-lucha-para-proteger-al-rio-san-pedro-de-mega-central-hidroelectrica-el-proyecto-obsoleto-sigue-sumando-rechazos-ad-portas-de-historica-conmemoracion/,Ladera Sur,,Los Ríos,Los Lagos,,,,,,,,,,,"En el sur de Chile serpentea el río San Pedro o Wazalafken, el mismo que sustenta a comunidades humanas y una rica biodiversidad,"
,,,2024-06-21,https://www.clarin.com/opinion/inundaciones-sequias-respuesta-extremos-climaticos-pasa-restaurar-tierra_0_WUjhHZJDpc.html,Clarin.com,,Los Ríos,Los Lagos,,,,,,,,,,,"Los bosques, océanos, ríos, desiertos, praderas, sabanas, e incluso las montañas nos proporcionan los bienes y servicios como la"
,,,2022-07-20,https://www.elconfidencial.com/medioambiente/agua/2022-07-11/rios-contaminacion-medicamentos-amenazas_3455266/,El Confidencial,,Los Ríos,Los Lagos,,,,,,,,,,,"Hay más que basura y microplásticos contaminando las vías fluviales del mundo. El 43% de los ríos del mundo tiene antihistamínicos,"
,,,2024-04-21,https://www.meganoticias.mx/tuxtla-gutierrez/noticia/contaminacion-afecta-rios-de-chiapas-y-autoridades-ambientales-no-resuelven/507707,meganoticias,,Los Ríos,Los Lagos,,,,,,,,,,,"En Chiapas, se ha documentado contaminación de ríos que afectan la salud de pobladores. Sin que las autoridades realicen ninguna acción para"
,,,2022-08-20,https://lavozdelosquesobran.cl/hoy/posible-conflicto-de-interes-en-superintendencia-del-medio-ambiente-en-proyecto-denunciado-por-afectar-cuenca-de-rio-maullin/04082022,La Voz De Los Que Sobran,,Los Ríos,Los Lagos,,,,,,,,,,,Los conflictos socioambientales se suceden. Como el originado por el proyecto inmobiliario residencial Alto Maullín que ilegalmente impactó
,,,2024-07-21,https://cambiodemichoacan.com.mx/2024/07/18/crisis-hidrica/,Cambio de Michoacán,,Los Ríos,Los Lagos,,,,,,,,,,,"""Aunque la escasez de agua ha sido un fenómeno persistente en el país durante siglos, la situación se agravó significativamente en 2023.""4 months ago"
,,,2017-09-15,https://www.expoknews.com/15-soluciones-para-los-problemas-ambientales-mas-preocupantes/,ExpokNews,,Los Ríos,Los Lagos,,,,,,,,,,,"Pensar en los conflictos del planeta es fácil, pero buscar soluciones para los problemas ambientales una tarea en conjunto.86 months ago"
,,,2022-03-20,https://www.laizquierdadiario.com/Lago-Musters-Frenemos-este-nuevo-crimen-ambiental-en-Chubut,La Izquierda Diario,,Los Ríos,Los Lagos,,,,,,,,,,,Sarmiento (antiguamente Colonia Sarmiento) es una ciudad del sur de la provincia del Chubut. La ciudad se sitúa a 156 km de Comodoro
,,,2024-03-21,https://www.lajornadamorelos.mx/opinion/la-sequia-la-crisis-del-agua-y-su-impacto-en-la-sustentabilidad/,La Jornada Morelos,,Los Ríos,Los Lagos,,,,,,,,,,,"La sequía en México como el calentamiento global, no es un fenómeno reciente, sino un problema recurrente, predecible y. que lamentablemente"
,,,2021-09-18,https://es.mongabay.com/2021/08/carpinchos-humedales-argentina-nordelta/,Mongabay - Conservation News,,Los Ríos,Los Lagos,,,,,,,,,,,"El acelerado incremento de la población del roedor más grande el mundo empieza a generar problemas en Nordelta, un barrio próximo a Buenos"
,,,2022-07-20,https://www.elespectador.com/colombia/mas-regiones/el-rio-del-oro-una-mina-de-desechos/,El Espectador,,Los Ríos,Los Lagos,,,,,,,,,,,"Neiva, municipio del departamento del Huila, se encuentra ubicado a 315 kilómetros de Bogotá, capital distrital. Para ser más exactos está"
,,,2023-07-21,https://resumen.cl/articulos/el-negro-historial-de-aguas-san-isidro-la-sanitaria-vinculada-al-extesorero-del-ppd,Resumen.cl,,Los Ríos,Los Lagos,,,,,,,,,,,La Empresa de Servicios Servicios Sanitarios San Isidro S.A (ESSSI) cuenta con más de 30.000 clientes en 14 concesiones distribuidas en las.16 months ago
,,,2021-09-18,https://www.notaalpie.com.ar/2021/08/27/bariloche-educacion-ambiental-para-todo-publico/,Nota al Pie,,Los Ríos,Los Lagos,,,,,,,,,,,Nota al pie se comunicó con la ONG “Circuito Verde” para conocer qué acciones se llevan adelante para concientizar y resolver los problemas
,,,2021-03-19,https://www.df.cl/df-mas/por-dentro/central-los-lagos-el-otro-conflicto-del-consejo-de-monumentos,Diario Financiero,,Los Ríos,Los Lagos,,,,,,,,,,,"En agosto de 2019, la estatal noruega Statkraft Chile inició la construcción de la hidroeléctrica en el río Pilmaiquén, pero a medida que"
,,,2019-01-16,https://www.biobiochile.cl/noticias/nacional/region-de-los-lagos/2018/12/29/los-graves-problemas-ambientales-que-el-2018-revalido-en-la-provincia-de-osorno.shtml,BioBioChile,,Los Ríos,Los Lagos,,,,,,,,,,,"El 2018 revalidó varios problemas ambientales de importancia en la provincia de Osorno: los efectos de la extracción de ripio en los ríos,"
,,,2022-03-20,https://agencia.farco.org.ar/home/crisis-hidrica-se-secan-los-lagos-de-la-patagonia/,Agencia de Noticias FARCO,,Los Ríos,Los Lagos,,,,,,,,,,,La sequía de los lagos avanza cada año y aseguran que los responsables políticos no dan respuestas.32 months ago
,,,2017-07-16,https://www.laprensani.com/2017/07/11/nacionales/2260937-sedimentacion-amenaza-al-cocibolca,La Prensa - Noticias de Nicaragua y el mundo,,Los Ríos,Los Lagos,,,,,,,,,,,"El Río San Juan es otro de los cuerpos de agua en el país que enfrenta la sedimentación. Este tiene años de ser dragado, acción que a"
,,,2017-02-14,https://www.laizquierdadiario.com/Neuquen-prohiben-disfrutar-de-los-rios-por-la-contaminacion,La Izquierda Diario,,Los Ríos,Los Lagos,,,,,,,,,,,"Aduciendo altos niveles de contaminación, las autoridades municipales clausuraron los balnearios de la ciudad.93 months ago"
,,,2024-05-21,https://www.diariolaguino.cl/noticia/actualidad/2024/05/periodistas-de-los-rios-participan-en-la-conferencia-del-dia-mundial-de-la-libertad-de-prensa,Diario Laguino,,Los Ríos,Los Lagos,,,,,,,,,,,"El evento, que se realizó por primera vez en Chile, estuvo dedicado al periodismo ante la crisis ambiental.6 months ago"
,,,2023-03-21,https://www.elciudadano.com/actualidad/machi-millaray-huichalaf-y-la-lucha-por-defender-los-espacios-sagrados-en-el-rio-pilmaiken/03/08/,elciudadano.com,,Los Ríos,Los Lagos,,,,,,,,,,,Nuevamente se ha activado el conflicto hidroeléctrico de la transnacional Noruega Statkraft que arrojó recientemente a varios heridos en una
,,,2023-01-19,https://www.rionegro.com.ar/sociedad/la-basura-uno-de-los-graves-problemas-que-se-detectan-a-diario-en-el-parque-nahuel-huapi-2703252/,Diario Río Negro,,Los Ríos,Los Lagos,,,,,,,,,,,"Los residuos siempre deben regresar con los visitantes, insisten desde el área protegida que busca generar conciencia ante esta"
,,,2011-01-10,https://www.elciudadano.com/medio-ambiente/resistencia-chileno-argentina-devela-secretismo-de-endesa-en-rio-puelo/01/03/,elciudadano.com,,Los Ríos,Los Lagos,,,,,,,,,,,La comunidad organizada ha logrado levantar un frente de resistencia ante la arremetida de silencio que ha rodeado el proyecto de Endesa en
,,,2013-10-13,https://www.jornada.com.mx/2013/09/30/eco-e.html,La Jornada,,Los Ríos,Los Lagos,,,,,,,,,,,Hidroeléctrica El Naranjal: por qué no darle luz verde. Beatriz Torres Beristáin Correo electrónico: torres.beristain@gmail.com.133 months ago
,,,2018-01-15,https://www.lavoz.com.ar/ciudadanos/caracoles-mejillones-y-almejas-invaden-cordoba-y-pueden-generar-problemas/,La Voz del Interior,,Los Ríos,Los Lagos,,,,,,,,,,,Científicos detectaron moluscos acuáticos que pueden taponar cañerías en los lagos. Una especie terrestre muy voraz puede traer problemas
,,,2019-08-18,https://www.ecoportal.net/temas-especiales/reservas-de-agua-dulce/,Ecoportal.net,,Los Ríos,Los Lagos,,,,,,,,,,,"El agua dulce se puede definir como el agua con menos de 500 partes por millón (ppm) de sales disueltas. Las capas de hielo, los casquetes"
,,,2021-07-19,https://plumasatomicas.com/explicandolanoticia/aparecen-peces-dorados-gigantes-en-lago-de-minessota-y-provocan-crisis-ambiental/,Plumas Atómicas,,Los Ríos,Los Lagos,,,,,,,,,,,Los peces dorados se conviertenen una especie invasora que amenaza la existencia de las especies locales y su hábitat.40 months ago
,,,2019-09-17,https://www.rioenlinea.cl/indh-comunidades-mapuche-de-mariquina-enfrentan-escasez-de-agua-y-contaminacion-provocada-por-industria-forestal/,RioenLinea,,Los Ríos,Mariquina,,,,,,,,,,,Una misión de observación del Instituto Nacional de Derechos Humanos reveló que comunidades mapuche de Mariquina se enfrentan escasez de
,,,2016-03-15,https://www.ciperchile.cl/2016/02/26/plantas-valdivia-y-nueva-aldea-de-celco-arriesgan-clausura-por-graves-faltas-ambientales/,- CIPER Chile,,Los Ríos,Mariquina,,,,,,,,,,,"La tarde del 18 de enero de 2014, en la comuna de San José de la Mariquina, Región de Los Ríos, Héctor Pérez Farías observó con detención el"
,,,2023-04-21,https://www.diariosostenible.cl/noticia/actualidad/2023/03/alertan-que-derecho-al-agua-en-regiones-de-los-rios-y-los-lagos-se-ve-afectado-por-actividades-industriales,Diario Sostenible,,Los Ríos,Mariquina,,,,,,,,,,,"El informe anual del INDH, ahondó que el uso humano de este recurso vital se enfrenta a los requerimientos de la agroindustria y forestales.19 months ago"
,,,2017-12-16,https://resumen.cl/articulos/planta-valdivia-celulosa-arauco-multada-derrame-al-rio-cruces-2014,Resumen.cl,,Los Ríos,Mariquina,,,,,,,,,,,"[resumen.cl] Esta semana, la Superintendencia del Medio Ambiente resolvió sancionar a la empresa Celulosa Arauco y Constitución (grupo"
,,,2021-02-17,https://www.diariofutrono.cl/noticia/politica/2021/02/abogada-de-origen-palestino-una-de-las-cartas-de-independientes-no-neutrales-a-constituyente-en-los-rios,Diario Futrono,,Los Ríos,Mariquina,,,,,,,,,,,"[COMUNICADO] Se ha desempeñado profesionalmente en el ámbito de la asistencia judicial y en el plano académico. Además, registra pasos por"
,,,2010-02-09,https://cooperativa.cl/noticias/pais/region-de-los-rios/mehuin/pescadores-de-los-rios-denunciaron-a-celco-por-falsificacion-de-estudios/2010-02-17/172608.html,Cooperativa.cl,,Los Ríos,Mariquina,,,,,,,,,,,Acusan que la empresa nunca se acercó a la zona de Mehuín para realizar las evaluaciones. La firma espera la aprobación de la Corema para la
,,,2024-05-21,https://www.diariodepanguipulli.cl/noticia/agro-y-ganaderia/2024/11/agricultores-de-los-rios-se-capacitaron-en-biotecnologia-para-una-ganaderia-ovina-sustentable,diariodepanguipulli.cl,,Los Ríos,Máfil,,,,,,,,,,,El encuentro atrajo a casi un centenar de productores de distintas comunas y destacó innovaciones tecnológicas. En Lago Ranco se realizó un
,,,2024-05-21,https://www.diariopaillaco.cl/noticia/agro-y-ganaderia/2024/11/agricultores-de-los-rios-se-capacitaron-en-biotecnologia-para-una-ganaderia-ovina-sustentable,Diario Paillaco,,Los Ríos,Paillaco,,,,,,,,,,,El encuentro atrajo a casi un centenar de productores de distintas comunas y destacó innovaciones tecnológicas. En Lago Ranco se realizó un
,,,2024-06-21,https://www.soychile.cl/valdivia/sociedad/2024/05/29/862252/obras-cesfam-lautaro-rios-paillaco.html,soychile.cl,,Los Ríos,Paillaco,,,,,,,,,,,El nuevo recinto de salud contará con más de 2 mil metros cuadrados en su primer piso y casi 900 metros cuadrados en el segundo nivel.5 months ago
,,,2024-08-21,https://www.diariofutrono.cl/noticia/actualidad/2024/08/proyecto-grifo-puso-la-alarma-sobre-la-contaminacion-por-plasticos-en-la-region-de-los-rios,Diario Futrono,,Los Ríos,Paillaco,,,,,,,,,,,Iniciativa buscó llamar la atención sobre el creciente problema generado por el desecho de plástico de un solo uso.3 months ago
,,,2021-09-18,https://www.noticiaslosrios.cl/2021/09/14/oposicion-comunitaria-al-proyecto-parque-eolico-ovejera-sur-marca-nuevo-proceso-de-evaluacion-ambiental-ante-el-seia/,noticiaslosrios.cl,,Los Ríos,Paillaco,,,,,,,,,,,La construcción del Parque Eólico Ovejera Sur se encuentra nuevamente en proceso de evaluación ambiental ante el Servicio de Evaluación de
,,,2019-09-17,https://www.diariopaillaco.cl/noticia/deportes/2019/08/evento-deportivo-entre-lengas-se-traslada-a-huilo-huilo-este-2019,Diario Paillaco,,Los Ríos,Paillaco,,,,,,,,,,,[6 AL 8 DE SEPTIEMBRE] Más de 90 amantes del deporte blanco darán vida a la tercera versión del encuentro.62 months ago
,,,2024-10-21,https://reportediario.cl/2024/11/19/rilesur-enfrenta-millonaria-multa-por-contaminacion-ambiental-en-paillaco/,El Reporte Diario,,Los Ríos,Paillaco,,,,,,,,,,,"La Superintendencia de Medio Ambiente (SMA) impuso una multa cercana a los $4.000 millones a la empresa de residuos industriales Rilesur,"
,,,2019-08-18,https://www.cdhal.org/es/saesa-transnationale-canadienne-de-lelectricite-ajoute-un-nouveau-conflit-avec-les-communautes-mapuches-de-chiloe-williche/,Comité pour les droits humains en Amérique latine,,Los Ríos,Panguipulli,,,,,,,,,,,Mientras comunidades ingresaban en agosto del 2017 a organismos ONU de Derechos humanos el caso de la muerte de Macarena Valdés y que se
,,,2020-07-18,https://www.ciperchile.cl/2020/07/03/proteccion-de-los-ecosistemas-acuaticos-ante-la-presion-de-la-crisis-economica-que-viene/,- CIPER Chile,,Los Ríos,Panguipulli,,,,,,,,,,,Chile tiene más de 1.200 ríos y 15.000 lagos y lagunas. Todos estos ecosistemas acuáticos son muy sensibles a cambios inducidos por la
,,,2021-02-17,https://laderasur.com/articulo/la-gran-amenaza-la-cuenca-del-rio-valdivia-central-hidroelectrica-san-pedro/,Ladera Sur,,Los Ríos,Panguipulli,,,,,,,,,,,"Un proyecto energético de gran envergadura podría impactar negativamente la cuenca del río Valdivia, generando repercusiones para diversas"
,,,2017-12-16,https://diario.uach.cl/calidad-ambiental-para-el-lago-panguipulli/,Universidad Austral de Chile,,Los Ríos,Panguipulli,,,,,,,,,,,"En Chile, las Normas Secundarias de Calidad Ambiental (NSCA) para ríos y lagos son políticas ambientales, de aplicación regional,"
,,,2019-10-18,https://www.paiscircular.cl/biodiversidad/chile-lagos-limpios-la-fundacion-que/,País Circular,,Los Ríos,Panguipulli,,,,,,,,,,,"Chile Lagos Limpios procura, entre otras áreas de trabajo, establecer ciencia y monitoreo de los 23 lagos nor-patagónicos ubicados en las"
,,,2022-04-20,https://www.elciudadano.com/portada/tribunal-ambiental-ordena-a-compania-forestal-restituir-cauce-de-rio-en-reserva-mocho-choshuenco-de-panguipulli/04/08/,elciudadano.com,,Los Ríos,Panguipulli,,,,,,,,,,,"El Tercer Tribunal Ambiental de Valdivia, con jurisdicción desde Ñuble a Magallanes, decretó acoger la solicitud de medida cautelar de"
,,,2018-06-17,https://latinta.com.ar/2018/06/14/cumbre-wallmapu-patagonia-mapuches-de-chile-y-argentina/,La tinta,,Los Ríos,Panguipulli,,,,,,,,,,,"En Panguipulli se realizó el encuentro donde participaron más de un centenar de personas, en su mayoría representantes de organizaciones"
,,,2020-12-18,https://lavozdelosquesobran.cl/archivo/el-agua-no-se-negocia-comunidades-mapuche-preparan-demanda-contra-enel-por-el-rio-wueneywue/22112020,La Voz De Los Que Sobran,,Los Ríos,Panguipulli,,,,,,,,,,,"El río Weneywue ha sido históricamente el punto de encuentro entre las comunidades mapuche de Tralcapulli y Llongahue, en la comuna de"
,,,2024-05-21,https://www.diariodevaldivia.cl/noticia/actualidad/2024/05/periodistas-de-los-rios-participan-en-la-conferencia-del-dia-mundial-de-la-libertad-de-prensa,Diario de Valdivia,,Los Ríos,Panguipulli,,,,,,,,,,,"El evento, que se realizó por primera vez en Chile, estuvo dedicado al periodismo ante la crisis ambiental.6 months ago"
,,,2023-07-21,https://www.diariosostenible.cl/noticia/actualidad/2023/06/programa-de-educacion-ambiental-promueve-el-amor-por-el-rio-san-pedro-en-ninos-y-ninas,Diario Sostenible,,Los Ríos,Panguipulli,,,,,,,,,,,"La iniciativa busca educar en el cuidado y la valorización de la naturaleza en escuelas de Los Lagos y Panguipulli, en la Región de Los Ríos"
,,,2021-02-17,https://www.df.cl/df-mas/por-dentro/los-origenes-e-historias-de-las-otras-batallas-de-panguipulli,Diario Financiero,,Los Ríos,Panguipulli,,,,,,,,,,,Durante la mañana del 3 de agosto de 2020 el edificio de la municipalidad de Panguipulli sufrió piedrazos que rompieron las ventanas de dos
,,,2021-05-19,https://www.rioenlinea.cl/familia-petermann-nuevamente-bajo-la-lupa-el-historial-de-infracciones-al-medio-ambiente/,RioenLinea,,Los Ríos,Panguipulli,,,,,,,,,,,"Nuevamente la familia Petermann, dueña de la Reserva Biológica Huilo Huilo, sale a la palestra por su cuestionado comportamiento frente al"
,,,2017-04-16,https://www.noticiaslosrios.cl/2017/03/31/declaracion-publica-por-retiro-de-linea-de-alta-tension-neltume-pullinque-esta-es-una-victoria-de-las-comunidades-mapuche-y-organizaciones-socio-ambientales-del-territorio/,noticiaslosrios.cl,,Los Ríos,Panguipulli,,,,,,,,,,,"La Red de Organizaciones Sociales y Ambientales de Panguipulli, frente al desistimiento del proyecto Línea Alta Tensión Neltume – Pullinque"
,,,2024-05-21,https://www.diariodepanguipulli.cl/noticia/agro-y-ganaderia/2024/11/agricultores-de-los-rios-se-capacitaron-en-biotecnologia-para-una-ganaderia-ovina-sustentable,diariodepanguipulli.cl,,Los Ríos,Panguipulli,,,,,,,,,,,El encuentro atrajo a casi un centenar de productores de distintas comunas y destacó innovaciones tecnológicas. En Lago Ranco se realizó un
,,,2021-03-19,https://www.ciperchile.cl/2021/02/23/muerte-de-emilia-herrera-en-panguipulli-los-correos-desatendidos-por-el-gobierno-que-buscaban-evitar-la-escalada-del-conflicto/,- CIPER Chile,,Los Ríos,Panguipulli,,,,,,,,,,,"A comienzos de enero, vecinos del sector del desagüe del lago Riñihue, en Panguipulli, comenzaron a enviar correos a la Intendencia de Los"
,,,2018-03-17,https://www.elciudadano.com/chile/no-fue-suicidio-70-organizaciones-exigen-a-abbott-investigacion-por-homicidio-en-caso-de-macarena-valdes/03/15/,elciudadano.com,,Los Ríos,Panguipulli,,,,,,,,,,,"“Desde el comienzo, la familia, la comunidad y muchas organizaciones hemos trabajado por visibilizar el contexto en el que se da esto y que"
,,,2018-12-17,https://www.ciperchile.cl/2018/11/26/plan-araucania-los-errores-de-la-politica-publica-en-el-conflicto-mapuche/,- CIPER Chile,,Los Ríos,Panguipulli,,,,,,,,,,,"Esta columna da cuenta de una exhaustiva investigación que muestra que en las zonas donde el conflicto mapuche es más álgido,"
,,,2023-06-21,https://www.ciperchile.cl/2023/05/24/corte-suprema-el-nuevo-campo-de-batalla-por-los-megaloteos-rurales/,- CIPER Chile,,Los Ríos,Panguipulli,,,,,,,,,,,"Para revertir una derrota previa en la Corte de Apelaciones, las inmobiliarias han recurrido al máximo tribunal con el argumento de que debe"
,,,2023-01-19,https://radiokurruf.org/2022/12/26/memorias-para-el-futuro-complejo-forestal-y-maderero-panguipulli/,Radio Kurruf,,Los Ríos,Panguipulli,,,,,,,,,,,"Por Marcelo Solervicens y Pedro Cardyn. El Cofomap fue una empresa del área social, creada en octubre de 1971 por el gobierno de Salvador"
,,,2021-02-17,https://www.diariofutrono.cl/noticia/politica/2021/02/abogada-de-origen-palestino-una-de-las-cartas-de-independientes-no-neutrales-a-constituyente-en-los-rios,Diario Futrono,,Los Ríos,Panguipulli,,,,,,,,,,,"[COMUNICADO] Se ha desempeñado profesionalmente en el ámbito de la asistencia judicial y en el plano académico. Además, registra pasos por"
,,,2021-03-19,https://www.elciudadano.com/chile/conflictos-inmobiliarios-en-el-sur-afectacion-a-la-biodiversidad-territorios-ancestrales-y-derechos-colectivos/02/22/,elciudadano.com,,Los Ríos,Panguipulli,,,,,,,,,,,"La desaforada actividad inmobiliaria en Chile se ha convertido en las últimas décadas en uno de los nuevos pilares del neoliberalismo,"
,,,2017-04-16,https://www.elciudadano.com/medio-ambiente/neltume-la-ultima-megacentral-hidroelectrica-que-la-resistencia-hunde/03/31/,elciudadano.com,,Los Ríos,Panguipulli,,,,,,,,,,,"Un triunfo de las organizaciones sociales que llevan una década enfrentándose a megaproyectos, logrando detener la instalación de Sn Power,"
,,,2018-06-17,https://radiokurruf.org/2018/05/29/escucha-y-descarga-cadenazo-radial-wallmapu-patagonia-entrevistas/,Radio Kurruf,,Los Ríos,Panguipulli,,,,,,,,,,,"Este 26 y 27 de mayo se realizó en la ciudad de Panguipulli el Encuentro cumbre de redes territoriales “Wallmapu Patagonia”, que contará con"
,,,2024-05-21,https://www.biobiochile.cl/noticias/nacional/region-de-los-rios/2024/05/05/inminente-cierre-de-vertedero-genera-preocupacion-en-los-rios-dejarian-la-basura-en-cualquier-parte.shtml,BioBioChile,,Los Ríos,Río Bueno,,,,,,,,,,,Uniones Comunales de Juntas de Vecinos de la región de Los Ríos expresaron su inquietud por incertidumbre respecto al destino
,,,2024-02-20,https://mma.gob.cl/gobierno-regional-y-seremi-de-medio-ambiente-presentaron-acciones-legales-frente-a-irregularidades-en-el-programa-de-recambio-de-calefactores-de-los-rios/,mma.gob.cl,,Los Ríos,Río Bueno,,,,,,,,,,,"Empresa proveedora de calefactores incumplió el contrato suscrito con la Seremi de Medio Ambiente, entidad ejecutora de esta iniciativa.9 months ago"
,,,2024-03-21,https://www.elciudadano.com/reportaje-investigacion/comuna-de-los-lagos-nueva-zona-de-sacrificio-en-el-sur-de-chile/02/29/,elciudadano.com,,Los Ríos,Río Bueno,,,,,,,,,,,"Primero hubo intenciones de instalar la planta de Celulosa Arauco en las orillas del río San Pedro, afortunadamente esa idea no prosperó.8 months ago"
,,,2024-06-21,https://www.diarioriobueno.cl/noticia/reportajes/2024/06/cronica-angachilla-resiste,Diario Río Bueno,,Los Ríos,Río Bueno,,,,,,,,,,,"Esta crónica es una de las 16 que integran el libro “Afluentes Narrativos”, publicado en octubre de 2023 por el Consejo Regional Los Ríos"
,,,2023-03-21,https://www.indh.cl/indh-anuncia-acciones-judiciales-para-esclarecer-manifestacion-que-acabo-con-cinco-heridos-tras-intervencion-de-carabineros-en-rio-bueno/,Instituto Nacional de Derechos Humanos (INDH),,Los Ríos,Río Bueno,,,,,,,,,,,"Los hechos ocurrieron durante una protesta por un proyecto hidroeléctrico en el río Pilmaiquén, situación que está incluida en el Mapa de"
,,,2023-04-21,https://latfem.org/machi-millaray-huichalaf-la-lucha-por-el-rio-pilmaiquen-es-una-lucha-para-todas-las-personas/,LatFem,,Los Ríos,Río Bueno,,,,,,,,,,,"Es una autoridad ancestral del territorio de Pilmaikén, en Wallmapu, atravesado por un conflicto histórico en defensa del río como un sitio"
,,,2021-12-19,https://www.connectas.org/especiales/contaminacion-minera-rios-peru/,Connectas,,Los Ríos,Río Bueno,,,,,,,,,,,La extracción de mineral en el sur del Perú tiene un alto costo para las comunidades de la zona de influencia donde operan las empresas.35 months ago
,,,2023-11-20,https://www.diariodepuertomontt.cl/noticia/actualidad/2023/11/54-conflictos-socioambientales-identifican-en-la-region,Diario De Puerto Montt,,Los Ríos,Río Bueno,,,,,,,,,,,Ciudadanos identificaron los principales conflictos medioambientales. Fue parte del trabajo de la primera Asamblea Climática Ciudadana de la
,,,2023-03-21,https://interferencia.cl/articulos/por-que-nos-reprimen-si-pertenecemos-esta-tierra-y-defendemos-un-rio,Interferencia |,,Los Ríos,Río Bueno,,,,,,,,,,,La resistencia de decenas de comunidades mapuche a la central hidroeléctrica Los Lagos en el río Pilmaiquen ha ido en aumento.20 months ago
,,,2023-05-21,https://www.resumenlatinoamericano.org/2023/05/01/nacion-mapuche-en-noruega-se-manifestaron-en-contra-de-la-estatal-statkraft-con-la-presencia-de-la-machi-millaray-huichalaf-junto-al-pueblo-nacion-sami-y-organizaciones-ambientales/,Resumen Latinoamericano -,,Los Ríos,Río Bueno,,,,,,,,,,,"Resumen Latinoamericano, 1 de mayo de 2023. Hoy la machi Millaray Huichalaf junto a defensores del Ngen Mapu Kintuante y del rio pilmaiken,"
